processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBMIN1712-12	JQ061132	2980908		JQ061132	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			506797	Rhadinorhynchus	506798	Rhadinorhynchus pristis					Rudolphi, 1802																			Rhadinorhynchus pristis									Spain													
GBSP0427-06	AM039837	475299			Mined from GenBank, NCBI		BOLD:AAJ2946	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			24843	Acanthocephalus	24844	Acanthocephalus lucii					(Müller, 1776)																												United Kingdom	England	England											
GBSP0428-06	AM039864	475300			Mined from GenBank, NCBI		BOLD:AAJ2946	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			24843	Acanthocephalus	24846	Acanthocephalus anguillae					Mueller, 1780																												United Kingdom	England	England											
GBSP0726-06	AY690578	488834			Mined from GenBank, NCBI		BOLD:AAA3866	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			26336	Leptorhynchoides	26337	Leptorhynchoides thecatus					Linton, 1891																												United States	Florida	Withlacoochee River,FL 29.0466 N, 82.4614 W											
GBSP13234-19	KY292512	10193522			Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852140	Profilicollis chasmagnathi																																	Argentina													
GBSP13237-19	KY292522	10193525			Mined from GenBank, NCBI		BOLD:ACH8296	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	852140	Profilicollis chasmagnathi																																	Uruguay													
GBSP13271-19	KX646786	10193559			Mined from GenBank, NCBI		BOLD:ACQ4654	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	653453	Profilicollis altmani																																	Chile													
GBSP13337-19	KJ819965	10193625			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13349-19	KJ819987	10193637			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13355-19	KJ819993	10193643			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13357-19	KJ819995	10193645			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Croatia													
GBSP13372-19	KY490045	10193660			Mined from GenBank, NCBI		BOLD:ADW9217	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	939131	Pomphorhynchus zhoushanensis																																	China													
GBSP13389-19	LC100056	10193677			Mined from GenBank, NCBI		BOLD:ADW1094	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	24842	Echinorhynchidae			938996	Pseudoacanthocephalus	938998	Pseudoacanthocephalus toshimai																																	Japan													
GBSP13415-19	LN994874	10193703			Mined from GenBank, NCBI		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Serbia													
GBSP13430-19	LN994902	10193718			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												Slovakia													
GBSP13497-19	LN994972	10193785			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												Germany													
GBSP13521-19	LN994997	10193809			Mined from GenBank, NCBI		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis					Rudolphi, 1809																												Ireland													
GBSP13569-19	MF563523	10193857			Mined from GenBank, NCBI		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis					Zoega, 1776																												France													
GBSP13585-19	MK119252	10193873			Mined from GenBank, NCBI		BOLD:ACH8302	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939061	Corynosoma validum																																	United States													
GBSP13586-19	MK119251	10193874			Mined from GenBank, NCBI		BOLD:ADX4896	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939062	Corynosoma villosum																																	United States													
GBSP13638-19	MG602455	10193926			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-46.5539	169.471							New Zealand													
GBSP13645-19	MG602462	10193933			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-45.8392	170.649							New Zealand													
GBSP13655-19	MG602472	10193943			Mined from GenBank, NCBI		BOLD:ADX8797	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			653452	Profilicollis	939133	Profilicollis novaezelandensis																									-45.7469	170.58							New Zealand													
GBSP13659-19	MG931939	10193947			Mined from GenBank, NCBI		BOLD:ADW0213	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	531777	Centrorhynchidae			939009	Sphaerirostris	939010	Sphaerirostris lanceoides																																	China													
GBSP16850-19	LC465355	10888011		LC465355	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			939023	Andracantha	939024	Andracantha phalacrocoracis																																	Japan													
GBSP16861-19	LC465366	10888022		LC465366	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939062	Corynosoma villosum																																	Japan													
GBSP16882-19	LC465387	10888043		LC465387	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939062	Corynosoma villosum																																	Japan													
GBSP16894-19	LC465399	10888055		LC465399	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			852137	Corynosoma	939060	Corynosoma strumosum																																	Japan													
GBSP17359-19	MK651258	10888520		MK651258	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	79681	Illiosentidae			966352	Brentisentis	966353	Brentisentis yangtzensis																																														
GBSP17386-19	MK937568	10888547		MK937568	Mined from GenBank, NCBI			11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	26335	Rhadinorhynchidae			966354	Gorgorhynchus	966355	Gorgorhynchus sp. lcsj-2019																																	Mexico													
GBSP5076-13	KC549462	3417089		KC549462	Mined from GenBank, NCBI		BOLD:ACG5913	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	535657	Polymorphus brevis																	C						Isolate:365	IsolationSource:Girardinichthys multiradiatus	19.3514	-99.3653							Mexico		Laguna Salazar, Estado de Mexico											
GBSP5079-13	KC549465	3417092		KC549465	Mined from GenBank, NCBI		BOLD:ACG5913	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	535657	Polymorphus brevis																	C						Isolate:360	IsolationSource:Allotoca catarinae	19.4206	-102.206							Mexico		Presa Caltzontzin, Michoacan											
GBSP5086-13	KC549472	3417099		KC549472	Mined from GenBank, NCBI		BOLD:ACG5913	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus	535657	Polymorphus brevis																	C						Isolate:382	IsolationSource:Notropis grandis	19.6833	-101.883							Mexico		Lago Zacapu, Michoacan											
GMGSC414-12	BIOUG02945-B01	2770079	BIOUG02945-B01	GMP#00029	Centre for Biodiversity Genomics		BOLD:AAG8863	20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala	373730	Acanthocephala confraterna				BIN Taxonomy Match	Uhler, 1871		Vouchered:Registered Collection			Becky Nichols					BIOUG:GSM-NP	Malaise Trap							Great Smoky Mountains National Park		35.6859	-83.4986	GPS		559				United States	Tennessee	Great Smoky Mountains National Park	Twin Creeks Science and Education Center										
GMOAG046-15	BIOUG23945-B02	6260705	BIOUG23945-B02	GMP#04872	Centre for Biodiversity Genomics		BOLD:AAG8863	20	Arthropoda	82	Insecta	133	Hemiptera	87528	Coreidae	87529	Coreinae	376206	Acanthocephala					Kate Perez	BIN Taxonomy Match			Vouchered:Registered Collection	Tissue		Duane Brown						Malaise Trap							Brantford - App`s Mill NC		43.132	-80.371	GPS		189				Canada	Ontario	Brantford	Apps Mill Nature Centre										
PACDE007-18	A-Bew-01x	8539929		A-Bew-01x	University of Duisburg-Essen		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Dana Shilton													in Echinogammarus berilloni	Cystacanth, host triple infected	51.6289	7.93012							Germany		Hamm	Rhine (Lippe)	Bewerbach									
PACDE014-18	A-Klo-06	8539936		A-Klo-06	University of Duisburg-Essen		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular																			in Echinogammarus berilloni	Cystacanth	51.6623	8.23108							Germany		Klostermersch, Lippstadt	Rhine (Lippe)										
PACDE019-18	A-Sil-01	8539941		A-Sil-01	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Dana Shilton													in Gammarus fossarum type B	Cystacanth	51.6592	7.17332							Germany		Marl	Rhine (Lippe)	Silvertbach									
PACDE025-18	A-27-02	8539947		A-27-02	University of Duisburg-Essen			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus pulex clade E	Cystacanth	51.5691	6.92872							Germany		Bottrop	Rhine (Emscher)	Boye									
PACDE038-18	A-Haa-04	8539960		A-Haa-04	University of Duisburg-Essen		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik													in Gammarus pulex	Cystacanth	51.5626	6.95572							Germany		Gladbeck	Rhine (Emscher)	Haarbach									
PACDE045-18	A-Kes-07	8539967		A-Kes-07	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4266	6.97098							Germany		Essen	Rhine (Emscher)	Kesselbach									
PACDE046-18	A-Kes-15	8539968		A-Kes-15	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4266	6.97098							Germany		Essen	Rhine (Emscher)	Kesselbach									
PACDE060-18	A-Bor-02x	8539982		A-Bor-02x	University of Duisburg-Essen			11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth, host double infected	51.4326	7.35155							Germany		Witten	Rhine (Ruhr)	Borbach									
PACDE061-18	A-Bor-04	8539983		A-Bor-04	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Andre Wlecklik, Alexander Weigand													in Gammarus fossarum type B	Cystacanth, host double infected	51.4326	7.35155							Germany		Witten	Rhine (Ruhr)	Borbach									
PACDE071-18	A-Mut-03	8539993		A-Mut-03	University of Duisburg-Essen		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Alexander Weigand													in Gammarus fossarum type B	Cystacanth	51.4173	7.31598							Germany		Witten	Rhine (Ruhr)	Muttenbach									
PACDE106-18	F5-9	8540028		F5-9	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1077	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus roeselii	Cystacanth, 16.-18.06.2014	49.0229	8.31878							Germany		Karlsruhe	Rhine (Federbach)	Federbach									
PACDE140-18	42Lau	8540062		42Lau	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1184	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Gammarus fossarum type B	Cystacanth	48.9814	8.24588							Germany		Neuburg am Rhein	Rhine (Lauter)	Lauter									
PACDE150-18	Fra14	8540072		Fra14	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE175-18	Fra99	8540097		Fra99	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
PACDE178-18	Fra104	8540100		Fra104	Karlsruhe Institute of Technology, Zoological Institute		BOLD:ADL1185	11	Acanthocephala	24840	Palaeacanthocephala	531776	Polymorphida	532796	Polymorphidae			535656	Polymorphus						molecular						Maike Zittel													in Echinogammarus berilloni	Cystacanth	48.3164	2.69411							France		Grez-sur-Loing (Nemours)	Seine	Loing									
ACANT012-18	FA9-DA05K-1	9495081		FA9-DA05K-1	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier									S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
ACANT020-18	FA9-MA04K-1	9495089		FA9-MA04K-1	Naturhistorisches Museum Wien		BOLD:ADQ3537	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	892732	Pomphorhynchus bosniacus			Susanne Reier	morphology			vouchered:registered collection			S. Reier									S			host: Barbus barbus											Austria	Vienna	Danube	Freudenau										
ACANT026-18	Fish32-2	9495095		Fish32-2	Naturhistorisches Museum Wien		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis			Susanne Reier	morphology	Rudolphi, 1809		vouchered:registered collection			S. Reier							immature		S			host: Thymallus thymallus											Austria	Styria	Mur	near Obervogau and Gralla	bypass channel									
ACANT034-18	Fish45-11	9495103		Fish45-11	Naturhistorisches Museum Wien		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis			Susanne Reier	morphology	Rudolphi, 1809		vouchered:registered collection			S. Reier							immature		S			host: Lota lota											Austria	Styria	Mur	near Obervogau and Gralla	bypass channel									
ACANT035-18	Fish308-1	9495104		Fish308-1	Naturhistorisches Museum Wien		BOLD:AAF1747	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30531	Pomphorhynchus tereticollis			Susanne Reier	morphology	Rudolphi, 1809		vouchered:registered collection			S. Reier							immature		S			host: Zingel streber											Austria	Styria	Sulm											
ACANT043-18	G3-3	9495112		G3-3	Naturhistorisches Museum Wien		BOLD:ACQ5649	11	Acanthocephala	24840	Palaeacanthocephala	24841	Echinorhynchida	30529	Pomphorhynchidae			30530	Pomphorhynchus	30532	Pomphorhynchus laevis			Susanne Reier	morphology	Zoega, 1776		vouchered:registered collection			S. Reier									S			host: Alburnoides bipunctatus											Austria	Styria	Sulm	Gleinstaetten										
